distCode,distName_x,officeCode_x,officeName_x,shopNo,month,year,noOfRcs,noOfTrans,riceAfsc,riceFsc,riceAap,wheat,sugar,rgdal,kerosene,totalAmount,salt,otherShopTransCnt,rcNfsaAay,unitsNfsaAay,rcNfsaPhh,unitsNfsaPhh,totalRcNfsa,totalUnitsNfsa,rcStateAay,unitsStateAay,rcStatePhh,unitsStatePhh,rcStateAap,unitsStateAap,totalRcState,totalUnitsState,totalRcs,totalUnits,units,gasCylinders,distName,officeCode,officeName,longitude,latitude,fpsStatus,fpsType
935,Siddipet,935009,Dubbak,3809037,8,2024,10,10,70.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935009,Dubbak,3809038,8,2024,2,2,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935009,Dubbak,3809048,8,2024,2,2,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935012,Jagdevpur,3812025,8,2024,8,9,35.0,72.0,0.0,0.0,2.0,0.0,0.0,27.0,0.0,9,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935015,Kondapak,3815001,8,2024,25,25,35.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935015,Kondapak,3815002,8,2024,3,3,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935015,Kondapak,3815003,8,2024,1,1,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935015,Kondapak,3815004,8,2024,13,13,70.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935015,Kondapak,3815007,8,2024,21,21,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935015,Kondapak,3815008,8,2024,1,1,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935015,Kondapak,3815009,8,2024,4,4,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935018,Mirdoddi,3818019,8,2024,1,1,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935018,Mirdoddi,3818020,8,2024,42,42,0.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935018,Mirdoddi,3818021,8,2024,3,3,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935018,Mirdoddi,3818022,8,2024,64,64,70.0,1098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
539,Nalgonda,539053,Pedda Adiserlapalle,2353010,9,2024,5,5,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
923,Jogulamba Gadwal,923006,Itikyal,2606020,9,2024,1,1,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935009,Dubbak,3809033,9,2024,117,117,175.0,1974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935009,Dubbak,3809034,9,2024,53,53,70.0,894.0,0.0,0.0,1.0,0.0,0.0,13.5,0.0,53,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935009,Dubbak,3809036,9,2024,2,2,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935009,Dubbak,3809047,9,2024,1,1,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935009,Dubbak,3809048,9,2024,10,10,35.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935015,Kondapak,3815001,9,2024,20,20,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935015,Kondapak,3815002,9,2024,22,22,0.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935015,Kondapak,3815008,9,2024,1,1,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935018,Mirdoddi,3818018,9,2024,2,2,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935018,Mirdoddi,3818020,9,2024,34,34,0.0,582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
935,Siddipet,935018,Mirdoddi,3818022,9,2024,2,2,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,,,Unknown,Unknown
